,Filepath,Sequence,Frame,Set
6596,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220219-161929 Data Log_10565.jpg,Log-20220219-161929 Data Log,10565,val
1134,/home/admin/data/esmart_wip/20210630_202648_23898.jpg,20210630202648,23898,val
3233,/home/admin/data/esmart_wip/20211129_205422_2059.0.jpg,20211129205422,2059,val
2955,/home/admin/data/esmart_wip/20210807_104028_6534.jpg,20210807104028,6534,val
4222,/home/admin/data/esmart_wip/out_25492.jpg,out,25492,val
1372,/home/admin/data/esmart_wip/20210711_110911_34590.jpg,20210711110911,34590,val
6406,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220311-200755 Data Log_9573.jpg,Log-20220311-200755 Data Log,9573,val
3394,/home/admin/data/esmart_wip/20211130_080737_39055.0.jpg,20211130080737,39055,val
6241,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220121-134942 Data Log_8737.jpg,Log-20220121-134942 Data Log,8737,val
1159,/home/admin/data/esmart_wip/20210630_202648_26184.jpg,20210630202648,26184,val
1162,/home/admin/data/esmart_wip/20210630_202648_26256.jpg,20210630202648,26256,val
1605,/home/admin/data/esmart_wip/20210711_174204_12518.jpg,20210711174204,12518,val
2921,/home/admin/data/esmart_wip/20210807_104028_35316.jpg,20210807104028,35316,val
6586,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220219-161929 Data Log_5450.jpg,Log-20220219-161929 Data Log,5450,val
3969,/home/admin/data/esmart_wip/gabriel_25809.jpg,gabriel,25809,val
942,/home/admin/data/esmart_wip/20210630_192517_7980.jpg,20210630192517,7980,val
1189,/home/admin/data/esmart_wip/20210630_202648_28602.jpg,20210630202648,28602,val
56,/home/admin/data/esmart_wip/20210629_173500_6258.jpg,20210629173500,6258,val
5267,/home/admin/data/esmart_wip/Log-20220218-091055 Data Log_2590.jpg,Log-20220218-091055 Data Log,2590,val
5213,/home/admin/data/esmart_wip/Log-20220120-180147 Data Log_18224.jpg,Log-20220120-180147 Data Log,18224,val
4693,/home/admin/data/esmart_wip/run_7_1916.jpg,run7,1916,val
4877,/home/admin/data/esmart_wip/run_9_6049.jpg,run9,6049,val
4542,/home/admin/data/esmart_wip/run_5_3447.jpg,run5,3447,val
4307,/home/admin/data/esmart_wip/out_32448.jpg,out,32448,val
6258,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220121-134942 Data Log_14177.jpg,Log-20220121-134942 Data Log,14177,val
3264,/home/admin/data/esmart_wip/20211129_205422_2761.0.jpg,20211129205422,2761,val
1115,/home/admin/data/esmart_wip/20210630_202648_21408.jpg,20210630202648,21408,val
4521,/home/admin/data/esmart_wip/run_5_25688.jpg,run5,25688,val
1158,/home/admin/data/esmart_wip/20210630_202648_26175.jpg,20210630202648,26175,val
4805,/home/admin/data/esmart_wip/run_9_1715.jpg,run9,1715,val
4389,/home/admin/data/esmart_wip/out_7608.jpg,out,7608,val
2375,/home/admin/data/esmart_wip/20210724_133321_3036.jpg,20210724133321,3036,val
1897,/home/admin/data/esmart_wip/20210715_085351_24354.jpg,20210715085351,24354,val
6589,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220219-161929 Data Log_6814.jpg,Log-20220219-161929 Data Log,6814,val
304,/home/admin/data/esmart_wip/20210630_055611_18594.jpg,20210630055611,18594,val
5773,/home/admin/data/esmart_wip/Log-20220123-124034 Data Log_8823.jpg,Log-20220123-124034 Data Log,8823,val
6150,/home/admin/data/esmart_wip/Log-20220324-064020_44032.jpg,Log-20220324-064020,44032,val
2840,/home/admin/data/esmart_wip/20210807_104028_25104.jpg,20210807104028,25104,val
1844,/home/admin/data/esmart_wip/20210715_085351_11370.jpg,20210715085351,11370,val
2132,/home/admin/data/esmart_wip/20210715_175810_8316.jpg,20210715175810,8316,val
2580,/home/admin/data/esmart_wip/20210724_141043_2736.jpg,20210724141043,2736,val
2296,/home/admin/data/esmart_wip/20210724_133321_19650.jpg,20210724133321,19650,val
153,/home/admin/data/esmart_wip/20210629_174553_17151.jpg,20210629174553,17151,val
1942,/home/admin/data/esmart_wip/20210715_085351_34836.jpg,20210715085351,34836,val
4262,/home/admin/data/esmart_wip/out_2922.jpg,out,2922,val
2802,/home/admin/data/esmart_wip/20210807_104028_18402.jpg,20210807104028,18402,val
2345,/home/admin/data/esmart_wip/20210724_133321_25134.jpg,20210724133321,25134,val
4706,/home/admin/data/esmart_wip/run_7_1939.jpg,run7,1939,val
1347,/home/admin/data/esmart_wip/20210711_110911_32742.jpg,20210711110911,32742,val
5367,/home/admin/data/esmart_wip/Log-20220218-091055 Data Log_28342.jpg,Log-20220218-091055 Data Log,28342,val
4136,/home/admin/data/esmart_wip/out_15762.jpg,out,15762,val
1545,/home/admin/data/esmart_wip/20210711_110911_56508.jpg,20210711110911,56508,val
62,/home/admin/data/esmart_wip/20210629_173500_7446.jpg,20210629173500,7446,val
3100,/home/admin/data/esmart_wip/20211129_193841_84061.0.jpg,20211129193841,84061,val
5193,/home/admin/data/esmart_wip/Log-20220120-180147 Data Log_15080.jpg,Log-20220120-180147 Data Log,15080,val
1310,/home/admin/data/esmart_wip/20210711_110911_2058.jpg,20210711110911,2058,val
1644,/home/admin/data/esmart_wip/20210711_174204_17256.jpg,20210711174204,17256,val
3693,/home/admin/data/esmart_wip/2021_11_23_alex_dashcam_10478.0.jpg,20211123alexdashcam,10478,val
5731,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_38267.jpg,Log-20220130-104657 Data Log,38267,val
6437,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220311-200755 Data Log_21787.jpg,Log-20220311-200755 Data Log,21787,val
41,/home/admin/data/esmart_wip/20210629_173500_5322.jpg,20210629173500,5322,val
3062,/home/admin/data/esmart_wip/20211129_193841_61906.0.jpg,20211129193841,61906,val
5741,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_41739.jpg,Log-20220130-104657 Data Log,41739,val
930,/home/admin/data/esmart_wip/20210630_192517_7674.jpg,20210630192517,7674,val
6656,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220219-131608 Data Log_13704.jpg,Log-20220219-131608 Data Log,13704,val
67,/home/admin/data/esmart_wip/20210629_173500_7506.jpg,20210629173500,7506,val
775,/home/admin/data/esmart_wip/20210630_180812_8916.jpg,20210630180812,8916,val
5405,/home/admin/data/esmart_wip/Log-20220218-091055 Data Log_39071.jpg,Log-20220218-091055 Data Log,39071,val
742,/home/admin/data/esmart_wip/20210630_180812_14442.jpg,20210630180812,14442,val
584,/home/admin/data/esmart_wip/20210630_083253_34755.jpg,20210630083253,34755,val
3413,/home/admin/data/esmart_wip/20211130_080737_44629.0.jpg,20211130080737,44629,val
2991,/home/admin/data/esmart_wip/20210807_104028_9048.jpg,20210807104028,9048,val
1724,/home/admin/data/esmart_wip/20210711_174204_28656.jpg,20210711174204,28656,val
3044,/home/admin/data/esmart_wip/20211129_193841_42334.0.jpg,20211129193841,42334,val
293,/home/admin/data/esmart_wip/20210630_055611_17508.jpg,20210630055611,17508,val
6259,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220121-134942 Data Log_14977.jpg,Log-20220121-134942 Data Log,14977,val
3801,/home/admin/data/esmart_wip/2021_11_23_alex_dashcam_52966.0.jpg,20211123alexdashcam,52966,val
5133,/home/admin/data/esmart_wip/Log-20220120-180147 Data Log_6680.jpg,Log-20220120-180147 Data Log,6680,val
5513,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_5434.jpg,Log-20220120-181824 Data Log,5434,val
6606,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220219-161929 Data Log_18811.jpg,Log-20220219-161929 Data Log,18811,val
1219,/home/admin/data/esmart_wip/20210630_202648_34812.jpg,20210630202648,34812,val
3379,/home/admin/data/esmart_wip/20211130_080737_35851.0.jpg,20211130080737,35851,val
3728,/home/admin/data/esmart_wip/2021_11_23_alex_dashcam_1585.0.jpg,20211123alexdashcam,1585,val
1670,/home/admin/data/esmart_wip/20210711_174204_21312.jpg,20210711174204,21312,val
545,/home/admin/data/esmart_wip/20210630_083253_28542.jpg,20210630083253,28542,val
1554,/home/admin/data/esmart_wip/20210711_110911_58068.jpg,20210711110911,58068,val
925,/home/admin/data/esmart_wip/20210630_192517_720.jpg,20210630192517,720,val
4417,/home/admin/data/esmart_wip/run_10_678.jpg,run10,678,val
3542,/home/admin/data/esmart_wip/2021_08_12_14_53_26_3225.jpg,20210812145326,3225,val
3585,/home/admin/data/esmart_wip/2021_08_12_14_53_26_5764.jpg,20210812145326,5764,val
269,/home/admin/data/esmart_wip/20210630_055611_1458.jpg,20210630055611,1458,val
121,/home/admin/data/esmart_wip/20210629_174553_13002.jpg,20210629174553,13002,val
701,/home/admin/data/esmart_wip/20210630_083253_9021.jpg,20210630083253,9021,val
1456,/home/admin/data/esmart_wip/20210711_110911_42942.jpg,20210711110911,42942,val
6101,/home/admin/data/esmart_wip/Log-20220324-064020_20911.jpg,Log-20220324-064020,20911,val
4208,/home/admin/data/esmart_wip/out_23088.jpg,out,23088,val
4040,/home/admin/data/esmart_wip/out_1032.jpg,out,1032,val
2906,/home/admin/data/esmart_wip/20210807_104028_33720.jpg,20210807104028,33720,val
4666,/home/admin/data/esmart_wip/run_7_12992.jpg,run7,12992,val
3861,/home/admin/data/esmart_wip/2021_11_23_alex_dashcam_74287.0.jpg,20211123alexdashcam,74287,val
4180,/home/admin/data/esmart_wip/out_1966.jpg,out,1966,val
1254,/home/admin/data/esmart_wip/20210630_202648_8034.jpg,20210630202648,8034,val
1079,/home/admin/data/esmart_wip/20210630_202648_17538.jpg,20210630202648,17538,val
1650,/home/admin/data/esmart_wip/20210711_174204_18672.jpg,20210711174204,18672,val
6233,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220121-134942 Data Log_2321.jpg,Log-20220121-134942 Data Log,2321,val
6400,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220311-200755 Data Log_4613.jpg,Log-20220311-200755 Data Log,4613,val
3741,/home/admin/data/esmart_wip/2021_11_23_alex_dashcam_2239.0.jpg,20211123alexdashcam,2239,val
2468,/home/admin/data/esmart_wip/20210724_133321_8604.jpg,20210724133321,8604,val
5249,/home/admin/data/esmart_wip/Log-20220218-091055 Data Log_313.jpg,Log-20220218-091055 Data Log,313,val
6678,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220219-131608 Data Log_30599.jpg,Log-20220219-131608 Data Log,30599,val
5984,/home/admin/data/esmart_wip/Log-20220221-064732 Data Log_3421.jpg,Log-20220221-064732 Data Log,3421,val
1743,/home/admin/data/esmart_wip/20210711_174204_34602.jpg,20210711174204,34602,val
4487,/home/admin/data/esmart_wip/run_5_17239.jpg,run5,17239,val
6098,/home/admin/data/esmart_wip/Log-20220324-064020_18586.jpg,Log-20220324-064020,18586,val
4013,/home/admin/data/esmart_wip/gabriel_4122.jpg,gabriel,4122,val
1404,/home/admin/data/esmart_wip/20210711_110911_38736.jpg,20210711110911,38736,val
3968,/home/admin/data/esmart_wip/gabriel_25749.jpg,gabriel,25749,val
3892,/home/admin/data/esmart_wip/gabriel_11037.jpg,gabriel,11037,val
730,/home/admin/data/esmart_wip/20210630_180005_6966.jpg,20210630180005,6966,val
5168,/home/admin/data/esmart_wip/Log-20220120-180147 Data Log_10172.jpg,Log-20220120-180147 Data Log,10172,val
2193,/home/admin/data/esmart_wip/20210724_113301_18744.jpg,20210724113301,18744,val
3628,/home/admin/data/esmart_wip/2021_08_26_13_42_06_11093.jpg,20210826134206,11093,val
1397,/home/admin/data/esmart_wip/20210711_110911_38232.jpg,20210711110911,38232,val
3976,/home/admin/data/esmart_wip/gabriel_28179.jpg,gabriel,28179,val
5688,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_25259.jpg,Log-20220130-104657 Data Log,25259,val
1147,/home/admin/data/esmart_wip/20210630_202648_25347.jpg,20210630202648,25347,val
4274,/home/admin/data/esmart_wip/out_29753.jpg,out,29753,val
1534,/home/admin/data/esmart_wip/20210711_110911_54402.jpg,20210711110911,54402,val
5618,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_10171.jpg,Log-20220130-104657 Data Log,10171,val
2668,/home/admin/data/esmart_wip/20210724_141043_4992.jpg,20210724141043,4992,val
5252,/home/admin/data/esmart_wip/Log-20220218-091055 Data Log_331.jpg,Log-20220218-091055 Data Log,331,val
2677,/home/admin/data/esmart_wip/20210724_141043_5166.jpg,20210724141043,5166,val
1452,/home/admin/data/esmart_wip/20210711_110911_426.jpg,20210711110911,426,val
5099,/home/admin/data/esmart_wip/Log-20220120-180147 Data Log_2378.jpg,Log-20220120-180147 Data Log,2378,val
5407,/home/admin/data/esmart_wip/Log-20220218-091055 Data Log_39151.jpg,Log-20220218-091055 Data Log,39151,val
1774,/home/admin/data/esmart_wip/20210711_174204_4722.jpg,20210711174204,4722,val
4216,/home/admin/data/esmart_wip/out_24930.jpg,out,24930,val
3688,/home/admin/data/esmart_wip/2021_08_26_13_42_06_9637.jpg,20210826134206,9637,val
2470,/home/admin/data/esmart_wip/20210724_133321_8808.jpg,20210724133321,8808,val
196,/home/admin/data/esmart_wip/20210629_174553_5364.jpg,20210629174553,5364,val
6533,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220222-083904 Data Log_7464.jpg,Log-20220222-083904 Data Log,7464,val
436,/home/admin/data/esmart_wip/20210630_055611_8670.jpg,20210630055611,8670,val
1819,/home/admin/data/esmart_wip/20210711_174204_7520.jpg,20210711174204,7520,val
3518,/home/admin/data/esmart_wip/2021_08_12_14_53_26_2742.jpg,20210812145326,2742,val
2001,/home/admin/data/esmart_wip/20210715_085351_546.jpg,20210715085351,546,val
4978,/home/admin/data/esmart_wip/Log-20220120-162548 Data Log_1468.jpg,Log-20220120-162548 Data Log,1468,val
5623,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_11163.jpg,Log-20220130-104657 Data Log,11163,val
3315,/home/admin/data/esmart_wip/20211130_080737_17983.0.jpg,20211130080737,17983,val
1204,/home/admin/data/esmart_wip/20210630_202648_30684.jpg,20210630202648,30684,val
2185,/home/admin/data/esmart_wip/20210724_113301_17034.jpg,20210724113301,17034,val
1572,/home/admin/data/esmart_wip/20210711_110911_7752.jpg,20210711110911,7752,val
5809,/home/admin/data/esmart_wip/Log-20220123-124034 Data Log_16519.jpg,Log-20220123-124034 Data Log,16519,val
6507,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220227-134325 Data Log_24175.jpg,Log-20220227-134325 Data Log,24175,val
6246,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220121-134942 Data Log_12785.jpg,Log-20220121-134942 Data Log,12785,val
5954,/home/admin/data/esmart_wip/Log-20220120-164410 Data Log_10793.jpg,Log-20220120-164410 Data Log,10793,val
1726,/home/admin/data/esmart_wip/20210711_174204_28770.jpg,20210711174204,28770,val
2331,/home/admin/data/esmart_wip/20210724_133321_23688.jpg,20210724133321,23688,val
3665,/home/admin/data/esmart_wip/2021_08_26_13_42_06_6322.jpg,20210826134206,6322,val
1005,/home/admin/data/esmart_wip/20210630_202648_10986.jpg,20210630202648,10986,val
2153,/home/admin/data/esmart_wip/20210724_113301_11292.jpg,20210724113301,11292,val
6604,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220219-161929 Data Log_16858.jpg,Log-20220219-161929 Data Log,16858,val
1214,/home/admin/data/esmart_wip/20210630_202648_33438.jpg,20210630202648,33438,val
3012,/home/admin/data/esmart_wip/20211129_193841_15559.0.jpg,20211129193841,15559,val
6442,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220311-200755 Data Log_22376.jpg,Log-20220311-200755 Data Log,22376,val
397,/home/admin/data/esmart_wip/20210630_055611_4158.jpg,20210630055611,4158,val
6433,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220311-200755 Data Log_21260.jpg,Log-20220311-200755 Data Log,21260,val
4784,/home/admin/data/esmart_wip/run_9_1446.jpg,run9,1446,val
5683,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_23643.jpg,Log-20220130-104657 Data Log,23643,val
1222,/home/admin/data/esmart_wip/20210630_202648_36222.jpg,20210630202648,36222,val
1657,/home/admin/data/esmart_wip/20210711_174204_20064.jpg,20210711174204,20064,val
6242,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220121-134942 Data Log_9009.jpg,Log-20220121-134942 Data Log,9009,val
4079,/home/admin/data/esmart_wip/out_11496.jpg,out,11496,val
4182,/home/admin/data/esmart_wip/out_20285.jpg,out,20285,val
2447,/home/admin/data/esmart_wip/20210724_133321_43428.jpg,20210724133321,43428,val
4103,/home/admin/data/esmart_wip/out_12594.jpg,out,12594,val
5248,/home/admin/data/esmart_wip/Log-20220120-180147 Data Log_22658.jpg,Log-20220120-180147 Data Log,22658,val
3752,/home/admin/data/esmart_wip/2021_11_23_alex_dashcam_2629.0.jpg,20211123alexdashcam,2629,val
5450,/home/admin/data/esmart_wip/Log-20220218-091055 Data Log_47415.jpg,Log-20220218-091055 Data Log,47415,val
2454,/home/admin/data/esmart_wip/20210724_133321_6006.jpg,20210724133321,6006,val
2506,/home/admin/data/esmart_wip/20210724_141043_14142.jpg,20210724141043,14142,val
1940,/home/admin/data/esmart_wip/20210715_085351_34812.jpg,20210715085351,34812,val
2494,/home/admin/data/esmart_wip/20210724_141043_12654.jpg,20210724141043,12654,val
2518,/home/admin/data/esmart_wip/20210724_141043_16734.jpg,20210724141043,16734,val
4914,/home/admin/data/esmart_wip/run_9_7515.jpg,run9,7515,val
6451,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220227-134325 Data Log_1948.jpg,Log-20220227-134325 Data Log,1948,val
1682,/home/admin/data/esmart_wip/20210711_174204_22068.jpg,20210711174204,22068,val
1585,/home/admin/data/esmart_wip/20210711_110911_9480.jpg,20210711110911,9480,val
541,/home/admin/data/esmart_wip/20210630_083253_28440.jpg,20210630083253,28440,val
5198,/home/admin/data/esmart_wip/Log-20220120-180147 Data Log_15110.jpg,Log-20220120-180147 Data Log,15110,val
3549,/home/admin/data/esmart_wip/2021_08_12_14_53_26_4649.jpg,20210812145326,4649,val
4253,/home/admin/data/esmart_wip/out_28213.jpg,out,28213,val
5024,/home/admin/data/esmart_wip/Log-20220120-162548 Data Log_18959.jpg,Log-20220120-162548 Data Log,18959,val
2053,/home/admin/data/esmart_wip/20210715_091801_18606.jpg,20210715091801,18606,val
2756,/home/admin/data/esmart_wip/20210807_104028_14676.jpg,20210807104028,14676,val
3629,/home/admin/data/esmart_wip/2021_08_26_13_42_06_1174.jpg,20210826134206,1174,val
2500,/home/admin/data/esmart_wip/20210724_141043_13506.jpg,20210724141043,13506,val
826,/home/admin/data/esmart_wip/20210630_192517_11064.jpg,20210630192517,11064,val
4760,/home/admin/data/esmart_wip/run_7_6429.jpg,run7,6429,val
2555,/home/admin/data/esmart_wip/20210724_141043_21756.jpg,20210724141043,21756,val
717,/home/admin/data/esmart_wip/20210630_180005_138.jpg,20210630180005,138,val
900,/home/admin/data/esmart_wip/20210630_192517_4938.jpg,20210630192517,4938,val
6063,/home/admin/data/esmart_wip/Log-20220324-064020_6809.jpg,Log-20220324-064020,6809,val
4318,/home/admin/data/esmart_wip/out_34135.jpg,out,34135,val
2584,/home/admin/data/esmart_wip/20210724_141043_29202.jpg,20210724141043,29202,val
3507,/home/admin/data/esmart_wip/2021_08_12_14_53_26_2717.jpg,20210812145326,2717,val
233,/home/admin/data/esmart_wip/20210630_055611_12006.jpg,20210630055611,12006,val
4572,/home/admin/data/esmart_wip/run_5_3990.jpg,run5,3990,val
2179,/home/admin/data/esmart_wip/20210724_113301_16524.jpg,20210724113301,16524,val
3601,/home/admin/data/esmart_wip/2021_08_12_14_53_26_625.jpg,20210812145326,625,val
4100,/home/admin/data/esmart_wip/out_12042.jpg,out,12042,val
976,/home/admin/data/esmart_wip/20210630_192517_9498.jpg,20210630192517,9498,val
4234,/home/admin/data/esmart_wip/out_25855.jpg,out,25855,val
4602,/home/admin/data/esmart_wip/run_5_4956.jpg,run5,4956,val
7,/home/admin/data/esmart_wip/20210629_173500_13326.jpg,20210629173500,13326,val
4732,/home/admin/data/esmart_wip/run_7_28.jpg,run7,28,val
4726,/home/admin/data/esmart_wip/run_7_2610.jpg,run7,2610,val
2234,/home/admin/data/esmart_wip/20210724_113301_90.jpg,20210724113301,90,val
1953,/home/admin/data/esmart_wip/20210715_085351_35514.jpg,20210715085351,35514,val
6410,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220311-200755 Data Log_10255.jpg,Log-20220311-200755 Data Log,10255,val
5963,/home/admin/data/esmart_wip/Log-20220120-164410 Data Log_13841.jpg,Log-20220120-164410 Data Log,13841,val
21,/home/admin/data/esmart_wip/20210629_173500_2727.jpg,20210629173500,2727,val
207,/home/admin/data/esmart_wip/20210629_174553_7086.jpg,20210629174553,7086,val
4825,/home/admin/data/esmart_wip/run_9_2353.jpg,run9,2353,val
5349,/home/admin/data/esmart_wip/Log-20220218-091055 Data Log_25430.jpg,Log-20220218-091055 Data Log,25430,val
4939,/home/admin/data/esmart_wip/run_9_8663.jpg,run9,8663,val
4607,/home/admin/data/esmart_wip/run_5_5099.jpg,run5,5099,val
2365,/home/admin/data/esmart_wip/20210724_133321_28296.jpg,20210724133321,28296,val
6104,/home/admin/data/esmart_wip/Log-20220324-064020_22306.jpg,Log-20220324-064020,22306,val
2803,/home/admin/data/esmart_wip/20210807_104028_18414.jpg,20210807104028,18414,val
6669,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220219-131608 Data Log_25050.jpg,Log-20220219-131608 Data Log,25050,val
2460,/home/admin/data/esmart_wip/20210724_133321_6450.jpg,20210724133321,6450,val
6358,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220121-143049 Data Log_8292.jpg,Log-20220121-143049 Data Log,8292,val
2696,/home/admin/data/esmart_wip/20210724_141043_7236.jpg,20210724141043,7236,val
850,/home/admin/data/esmart_wip/20210630_192517_15834.jpg,20210630192517,15834,val
5681,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_23611.jpg,Log-20220130-104657 Data Log,23611,val
4218,/home/admin/data/esmart_wip/out_2526.jpg,out,2526,val
5097,/home/admin/data/esmart_wip/Log-20220120-180147 Data Log_2366.jpg,Log-20220120-180147 Data Log,2366,val
4490,/home/admin/data/esmart_wip/run_5_17248.jpg,run5,17248,val
4187,/home/admin/data/esmart_wip/out_20316.jpg,out,20316,val
279,/home/admin/data/esmart_wip/20210630_055611_15330.jpg,20210630055611,15330,val
321,/home/admin/data/esmart_wip/20210630_055611_2130.jpg,20210630055611,2130,val
4815,/home/admin/data/esmart_wip/run_9_2088.jpg,run9,2088,val
3217,/home/admin/data/esmart_wip/20211129_205422_18717.0.jpg,20211129205422,18717,val
4507,/home/admin/data/esmart_wip/run_5_2278.jpg,run5,2278,val
5056,/home/admin/data/esmart_wip/Log-20220120-162548 Data Log_24657.jpg,Log-20220120-162548 Data Log,24657,val
6016,/home/admin/data/esmart_wip/Log-20220221-064732 Data Log_9583.jpg,Log-20220221-064732 Data Log,9583,val
1178,/home/admin/data/esmart_wip/20210630_202648_27603.jpg,20210630202648,27603,val
2268,/home/admin/data/esmart_wip/20210724_133321_14496.jpg,20210724133321,14496,val
6419,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220311-200755 Data Log_13944.jpg,Log-20220311-200755 Data Log,13944,val
5900,/home/admin/data/esmart_wip/Log-20220123-124034 Data Log_42407.jpg,Log-20220123-124034 Data Log,42407,val
6156,/home/admin/data/esmart_wip/Log-20220324-064020_45923.jpg,Log-20220324-064020,45923,val
3419,/home/admin/data/esmart_wip/20211130_080737_46759.0.jpg,20211130080737,46759,val
6683,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220219-131608 Data Log_35094.jpg,Log-20220219-131608 Data Log,35094,val
720,/home/admin/data/esmart_wip/20210630_180005_1842.jpg,20210630180005,1842,val
3540,/home/admin/data/esmart_wip/2021_08_12_14_53_26_3222.jpg,20210812145326,3222,val
3235,/home/admin/data/esmart_wip/20211129_205422_2071.0.jpg,20211129205422,2071,val
3604,/home/admin/data/esmart_wip/2021_08_12_14_53_26_630.jpg,20210812145326,630,val
6039,/home/admin/data/esmart_wip/Log-20220221-064732 Data Log_16225.jpg,Log-20220221-064732 Data Log,16225,val
6453,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220227-134325 Data Log_2506.jpg,Log-20220227-134325 Data Log,2506,val
81,/home/admin/data/esmart_wip/20210629_173500_8388.jpg,20210629173500,8388,val
4644,/home/admin/data/esmart_wip/run_5_7963.jpg,run5,7963,val
3820,/home/admin/data/esmart_wip/2021_11_23_alex_dashcam_68518.0.jpg,20211123alexdashcam,68518,val
114,/home/admin/data/esmart_wip/20210629_174553_1272.jpg,20210629174553,1272,val
3731,/home/admin/data/esmart_wip/2021_11_23_alex_dashcam_2113.0.jpg,20211123alexdashcam,2113,val
4619,/home/admin/data/esmart_wip/run_5_5738.jpg,run5,5738,val
5233,/home/admin/data/esmart_wip/Log-20220120-180147 Data Log_18788.jpg,Log-20220120-180147 Data Log,18788,val
3824,/home/admin/data/esmart_wip/2021_11_23_alex_dashcam_68562.0.jpg,20211123alexdashcam,68562,val
799,/home/admin/data/esmart_wip/20210630_191006_90.jpg,20210630191006,90,val
3562,/home/admin/data/esmart_wip/2021_08_12_14_53_26_4725.jpg,20210812145326,4725,val
3021,/home/admin/data/esmart_wip/20211129_193841_19612.0.jpg,20211129193841,19612,val
5862,/home/admin/data/esmart_wip/Log-20220123-124034 Data Log_30855.jpg,Log-20220123-124034 Data Log,30855,val
178,/home/admin/data/esmart_wip/20210629_174553_25173.jpg,20210629174553,25173,val
4608,/home/admin/data/esmart_wip/run_5_5104.jpg,run5,5104,val
6611,/home/raphael/esmart/esmart-ai-datasets/data/esmart_wip/Log-20220219-161929 Data Log_21539.jpg,Log-20220219-161929 Data Log,21539,val
6058,/home/admin/data/esmart_wip/Log-20220324-064020_6036.jpg,Log-20220324-064020,6036,val
2067,/home/admin/data/esmart_wip/20210715_091801_19644.jpg,20210715091801,19644,val
4782,/home/admin/data/esmart_wip/run_9_1442.jpg,run9,1442,val
5627,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_11819.jpg,Log-20220130-104657 Data Log,11819,val
1358,/home/admin/data/esmart_wip/20210711_110911_33642.jpg,20210711110911,33642,val
1349,/home/admin/data/esmart_wip/20210711_110911_32766.jpg,20210711110911,32766,val
4716,/home/admin/data/esmart_wip/run_7_1957.jpg,run7,1957,val
4866,/home/admin/data/esmart_wip/run_9_577.jpg,run9,577,val
4249,/home/admin/data/esmart_wip/out_28128.jpg,out,28128,val
1259,/home/admin/data/esmart_wip/20210630_202648_8250.jpg,20210630202648,8250,val
5102,/home/admin/data/esmart_wip/Log-20220120-180147 Data Log_2390.jpg,Log-20220120-180147 Data Log,2390,val
2669,/home/admin/data/esmart_wip/20210724_141043_5028.jpg,20210724141043,5028,val
3715,/home/admin/data/esmart_wip/2021_11_23_alex_dashcam_12836.0.jpg,20211123alexdashcam,12836,val
5434,/home/admin/data/esmart_wip/Log-20220218-091055 Data Log_42099.jpg,Log-20220218-091055 Data Log,42099,val
3015,/home/admin/data/esmart_wip/20211129_193841_15727.0.jpg,20211129193841,15727,val
5299,/home/admin/data/esmart_wip/Log-20220218-091055 Data Log_7734.jpg,Log-20220218-091055 Data Log,7734,val
